Source,Target,Color
MYC,PILRA,blue
MYC,DEXI,blue
MYC,HRH2,blue
MYC,CTDP1,blue
MYC,PURB,blue
MYC,POLR2L,blue
MYC,SAT1,blue
MYC,CD33,blue
MYC,RPL10,blue
MYC,CTNNBIP1,blue
MYC,SCAND1,blue
MYC,RP4-594I10.3,blue
MYC,PGD,blue
MYC,LILRA1,blue
MYC,WDR59,blue
MYC,UBP1,blue
MYC,KIAA1429,blue
MYC,PDIA3,blue
MYC,ABHD5,blue
MYC,TBC1D20,blue
MYC,HDAC10,blue
MYC,AC013461.1,blue
MYC,ICAM3,blue
MYC,HENMT1,blue
MYC,IL13RA1,blue
MYC,PAK1IP1,blue
MYC,INIP,blue
MYC,MR1,blue
MYC,UHRF1BP1L,blue
MYC,TMOD3,blue
MYC,RPUSD4,blue
MYC,MGRN1,blue
MYC,MATK,blue
MYC,EIF4E3,blue
MYC,RPL36A,blue
MYC,SLC31A2,blue
MYC,DCAF15,blue
MYC,ARID3A,blue
MYC,SIRPG,blue
MYC,DDX19A,blue
MYC,TIMP2,blue
MYC,ABLIM1,blue
MYC,STX3,blue
MYC,SF3B1,blue
MYC,ZFP90,blue
MYC,KIAA0141,blue
MYC,TPRG1L,blue
MYC,UBN1,blue
MYC,CD302,blue
MYC,KANSL1-AS1,blue
MYC,RRP8,blue
MYC,SIL1,blue
MYC,CTD-2035E11.3,blue
MYC,FAHD2A,blue
MYC,ACER3,blue
MYC,HEBP1,blue
MYC,POP7,blue
MYC,PPP2R5C,blue
MYC,SLC2A3,blue
MYC,SNX2,blue
MYC,BAP1,blue
MYC,TFRC,blue
MYC,H3F3B,blue
MYC,BHLHE40,blue
MYC,GPR171,blue
MYC,AK5,blue
MYC,PSMD4,blue
MYC,USP38,blue
MYC,CAPZB,blue
MYC,MLH1,blue
MYC,DBNL,blue
MYC,BTG2,blue
MYC,ERCC5,blue
MYC,RPL14,blue
MYC,RPL12,blue
MYC,TSPAN32,blue
MYC,PTRH1,blue
MYC,SLC25A3,blue
MYC,LILRB2,blue
MYC,CYFIP1,blue
MYC,NDUFB2,blue
MYC,BCL2L1,blue
MYC,USB1,blue
MYC,CD36,blue
MYC,TRABD,blue
MYC,EIF3E,blue
MYC,TMEM2,blue
MYC,DCUN1D1,blue
MYC,ZZZ3,blue
MYC,TC2N,blue
MYC,CFD,blue
MYC,CRK,blue
MYC,CXCR3,blue
MYC,SNHG8,blue
MYC,AC092580.4,blue
MYC,VPREB3,blue
MYC,ARHGAP26,blue
MYC,RCOR1,blue
MYC,MTMR11,blue
MYC,TSC22D2,blue
MYC,TMEM191B,blue
MYC,NDUFA2,blue
MYC,MED1,blue
MYC,C4orf3,blue
MYC,PTPN12,blue
MYC,CD244,blue
MYC,MAF1,blue
MYC,CD37,blue
MYC,PDCL,blue
MYC,LGALS1,blue
MYC,TSPAN17,blue
MYC,ZNF451,blue
MYC,ARNT,blue
MYC,CD164,blue
MYC,C11orf1,blue
MYC,RHOH,blue
MYC,NR1D2,blue
MYC,DAD1,blue
MYC,PPP5C,blue
MYC,OGFOD3,blue
MYC,FNDC3A,blue
MYC,IRF2BP2,blue
MYC,ST6GALNAC4,blue
MYC,APAF1,blue
MYC,CES1,blue
MYC,MAN2A1,blue
MYC,SYNGR1,blue
MYC,TWF1,blue
MYC,GNS,blue
MYC,DNMT3A,blue
MYC,RPL35,blue
MYC,AP3M2,blue
MYC,RGS3,blue
MYC,COMMD6,blue
MYC,VCL,blue
MYC,TMIGD2,blue
MYC,PTP4A3,blue
MYC,CCL4L2,blue
MYC,PELI1,blue
MYC,TNFSF13B,blue
MYC,CPNE2,blue
MYC,MAVS,blue
MYC,RPL36,blue
MYC,GMFG,blue
MYC,B2M,blue
MYC,QDPR,blue
MYC,IGSF6,blue
MYC,ARSG,blue
MYC,COG3,blue
MYC,DNASE1L1,blue
MYC,POLR1E,blue
MYC,TBC1D10C,blue
MYC,SSFA2,blue
MYC,PACSIN2,blue
MYC,SPNS3,blue
MYC,CTD-2020K17.1,blue
MYC,CEP290,blue
MYC,DENND1B,blue
MYC,FBXL12,blue
MYC,SUCLA2,blue
MYC,PHF12,blue
MYC,TUG1,blue
MYC,IRAK3,blue
MYC,CUL2,blue
MYC,ARPC4,blue
MYC,EIF4G2,blue
MYC,LEO1,blue
MYC,TNFAIP2,blue
MYC,IQGAP2,blue
MYC,C2orf74,blue
MYC,NEK9,blue
MYC,UQCRH,blue
MYC,AOAH,blue
MYC,AC013264.2,blue
MYC,LILRB4,blue
MYC,IPCEF1,blue
MYC,SEC62,blue
MYC,HNRNPR,blue
MYC,FTSJ2,blue
MYC,CREB3L2,blue
MYC,DUS1L,blue
MYC,ODF2,blue
MYC,ALKBH3,blue
MYC,HAVCR2,blue
MYC,DPYD,blue
MYC,TBX21,blue
MYC,HSDL2,blue
MYC,ASL,blue
MYC,PIGK,blue
MYC,L3MBTL2,blue
MYC,EMG1,blue
MYC,RFFL,blue
MYC,GLB1,blue
MYC,SRRM2,blue
MYC,TAGLN2,blue
MYC,CXCL16,blue
MYC,MYCBP,blue
MYC,HMGB1,blue
MYC,HSD17B11,blue
MYC,ISG20,blue
MYC,AIFM1,blue
MYC,FCMR,blue
MYC,UCK1,blue
MYC,POGK,blue
MYC,ZBTB38,blue
MYC,KCNK6,blue
MYC,NEAT1,blue
MYC,PLCB2,blue
MYC,INPP4A,blue
MYC,HINT1,blue
MYC,SARNP,blue
MYC,TBP,blue
MYC,LAMTOR5,blue
MYC,FAM217B,blue
MYC,STX11,blue
MYC,ESYT2,blue
MYC,MUS81,blue
MYC,SNX3,blue
MYC,DNTTIP1,blue
MYC,RIT1,blue
MYC,PXN,blue
MYC,BRD8,blue
MYC,IFI44,blue
MYC,IGFBP7,blue
MYC,BEST1,blue
MYC,PTCH2,blue
MYC,ALG3,blue
MYC,AP2A2,blue
MYC,BCL2,blue
MYC,HIST3H2A,blue
MYC,KIAA0586,blue
MYC,AP3M1,blue
MYC,APBA3,blue
MYC,FCF1,blue
MYC,TMEM243,blue
MYC,FKBP1A,blue
MYC,CYSTM1,blue
MYC,PI4KA,blue
MYC,IL1B,blue
MYC,GPBP1,blue
MYC,RBM47,blue
MYC,KIAA2013,blue
MYC,MXD1,blue
MYC,AIMP1,blue
MYC,LRRN3,blue
MYC,LCP2,blue
MYC,MINA,blue
MYC,MT-ND4,blue
MYC,ZSWIM8,blue
MYC,ADA,blue
MYC,AGTRAP,blue
MYC,RPL3,blue
MYC,SF3B5,blue
MYC,CRTAM,blue
MYC,SNX4,blue
MYC,PTGER2,blue
MYC,ATF3,blue
MYC,ERAP1,blue
MYC,IRF8,blue
MYC,MT2A,blue
MYC,DUSP23,blue
MYC,NOL4L,blue
MYC,SH2D2A,blue
MYC,HLA-DOB,blue
MYC,ORAI2,blue
MYC,SCAI,blue
MYC,EFCAB2,blue
MYC,APBA2,blue
MYC,PDZD11,blue
MYC,DAZAP2,blue
MYC,CFP,blue
MYC,AURKAIP1,blue
MYC,GALNT11,blue
MYC,MEGF9,blue
MYC,CLEC4E,blue
MYC,ATF5,blue
MYC,RUNX2,blue
MYC,CSNK1E,blue
MYC,MRPL32,blue
MYC,TM2D2,blue
MYC,ZFP91,blue
MYC,SCRN2,blue
MYC,ENTPD6,blue
MYC,NOP16,blue
MYC,COMTD1,blue
MYC,ZNF561,blue
MYC,PITPNC1,blue
MYC,MBOAT7,blue
MYC,SEPT7,blue
MYC,FAM120AOS,blue
MYC,ATP6V0A2,blue
MYC,CHN2,blue
MYC,EBPL,blue
MYC,TMEM41A,blue
MYC,HIVEP3,blue
MYC,NCF2,blue
MYC,EMP3,blue
MYC,HLA-DMA,blue
MYC,GNAS,blue
MYC,RBM23,blue
MYC,LAPTM4A,blue
MYC,ARHGEF40,blue
MYC,ARL6IP1,blue
MYC,TSTD1,blue
MYC,CD300A,blue
MYC,FAM110A,blue
MYC,ALDH3A2,blue
MYC,UBL5,blue
MYC,DPP3,blue
MYC,FRAT2,blue
MYC,SERTAD2,blue
MYC,SACM1L,blue
MYC,NUP85,blue
MYC,ETV6,blue
MYC,CDKN2AIP,blue
MYC,CHRM3-AS2,blue
MYC,SEPT9,blue
MYC,TMA7,blue
MYC,AC090498.1,blue
MYC,C20orf196,blue
MYC,RPS25,blue
MYC,ABI3,blue
MYC,RUNX1,blue
MYC,SBF2,blue
MYC,TBK1,blue
MYC,PSMB8-AS1,blue
MYC,EPHX2,blue
MYC,YRDC,blue
MYC,SH3BGRL,blue
MYC,ITPK1,blue
MYC,FES,blue
MYC,S1PR5,blue
MYC,MARS,blue
MYC,P2RY13,blue
MYC,HSPA1A,blue
MYC,RARA,blue
MYC,PHYH,blue
MYC,LINC01550,blue
MYC,GIMAP8,blue
MYC,SPCS2,blue
MYC,ACSL5,blue
MYC,SCYL2,blue
MYC,RASGRP2,blue
MYC,GALM,blue
MYC,HMGN1,blue
MYC,CSF1R,blue
MYC,PARP1,blue
MYC,PIK3R5,blue
MYC,ARPC5,blue
MYC,BCL2L13,blue
MYC,LTB4R,blue
MYC,HNRNPLL,blue
MYC,GSK3B,blue
MYC,ATP6V1F,blue
MYC,PRKCH,blue
MYC,HLA-DPB1,blue
MYC,SOAT1,blue
MYC,HIGD2A,blue
MYC,ATP5L2,blue
MYC,HLA-A,blue
MYC,ZNF609,blue
MYC,ERAP2,blue
MYC,POMC,blue
MYC,ANPEP,blue
MYC,RP11-488L18.10,blue
MYC,MOSPD3,blue
MYC,MAPKAPK3,blue
MYC,TAF6,blue
MYC,S100A8,blue
MYC,PATL2,blue
MYC,MORC2-AS1,blue
MYC,PYGO2,blue
MYC,RABIF,blue
MYC,GNAQ,blue
MYC,CD79A,blue
MYC,CRIP1,blue
MYC,EEF1B2,blue
MYC,ATP2B4,blue
MYC,UBE2V1,blue
MYC,GLRX,blue
MYC,C9orf114,blue
MYC,RAB9A,blue
MYC,HCFC1,blue
MYC,TSC22D3,blue
MYC,RPS28,blue
MYC,RRBP1,blue
MYC,ZMAT3,blue
MYC,C22orf46,blue
MYC,SMIM7,blue
MYC,GPR155,blue
MYC,UBXN2B,blue
MYC,DHRS3,blue
MYC,ERN1,blue
MYC,TRIOBP,blue
MYC,POM121C,blue
MYC,CMIP,blue
MYC,BCLAF1,blue
MYC,SCCPDH,blue
MYC,TYK2,blue
MYC,RASSF7,blue
MYC,HLA-DQA1,blue
MYC,JUND,blue
MYC,PVT1,blue
MYC,ARGLU1,blue
MYC,RPL28,blue
MYC,OGDH,blue
MYC,CX3CR1,blue
MYC,TLR2,blue
MYC,THEM4,blue
MYC,DHX16,blue
MYC,ESRRA,blue
MYC,CDC37L1,blue
MYC,MSH2,blue
MYC,ING5,blue
MYC,ECE1,blue
MYC,FOS,blue
MYC,WDR45B,blue
MYC,VAMP8,blue
MYC,ATXN1,blue
MYC,FAM175A,blue
MYC,HSPBP1,blue
MYC,LILRA2,blue
MYC,RPL21,blue
MYC,PAPSS1,blue
MYC,BST1,blue
MYC,SMCO4,blue
MYC,LEPROT,blue
MYC,MCTP1,blue
MYC,TMEM173,blue
MYC,RPS5,blue
MYC,HLA-DQB1,blue
MYC,LY6E,blue
MYC,PLAC8,blue
MYC,OAT,blue
MYC,RPL27A,blue
MYC,PPCDC,blue
MYC,TTC39B,blue
MYC,ITPRIP,blue
MYC,CD320,blue
MYC,CTBP1,blue
MYC,RPLP0,blue
MYC,IGHD,blue
MYC,FAM89B,blue
MYC,TSEN15,blue
MYC,NR2C2AP,blue
MYC,CD93,blue
MYC,PRKCB,blue
MYC,TAF1,blue
MYC,VPS13A,blue
MYC,SGTB,blue
MYC,LINC01272,blue
MYC,NDUFAF4,blue
MYC,WDR82,blue
MYC,LINC00152,blue
MYC,ARHGEF1,blue
MYC,SLC4A1AP,blue
MYC,ABHD12,blue
MYC,UAP1,blue
MYC,AKTIP,blue
MYC,PTGDR,blue
MYC,LRRC8D,blue
MYC,CARD19,blue
MYC,ITGA5,blue
MYC,HNRNPA2B1,blue
MYC,HLA-DMB,blue
MYC,TFEC,blue
MYC,MTAP,blue
MYC,INTS1,blue
MYC,TMEM189,blue
MYC,NRGN,blue
GABPA,RPS20,green
GABPA,PTPRJ,green
GABPA,SNHG7,green
GABPA,PLXDC2,green
GABPA,SMPD1,green
GABPA,TRIM26,green
GABPA,DCAF12,green
GABPA,DRAM2,green
GABPA,IRF5,green
GABPA,TUBA1A,green
GABPA,HNMT,green
GABPA,ARPC3,green
GABPA,HLA-DRB1,green
GABPA,CD69,green
GABPA,LPCAT2,green
GABPA,HLA-B,green
GABPA,MIR4435-2HG,green
GABPA,MTG2,green
GABPA,TRAF3IP3,green
GABPA,PID1,green
GABPA,RPSA,green
GABPA,ZBTB7B,green
GABPA,CITED4,green
GABPA,CTBP2,green
GABPA,ZBTB4,green
GABPA,MT-ND5,green
GABPA,RBBP5,green
GABPA,CD300C,green
GABPA,PDXK,green
GABPA,DGKA,green
GABPA,GBP5,green
GABPA,CSGALNACT2,green
GABPA,MT-CYB,green
GABPA,TAPBP,green
GABPA,RPL18A,green
GABPA,REEP3,green
GABPA,CFAP36,green
GABPA,C11orf21,green
GABPA,ADAP1,green
GABPA,CHCHD10,green
GABPA,UFD1L,green
GABPA,APBB1,green
GABPA,ACTR2,green
GABPA,RNF144B,green
GABPA,DENND5A,green
GABPA,PFN1,green
GABPA,MORC2,green
GABPA,BEX5,green
GABPA,TMEM204,green
GABPA,GDI2,green
GABPA,PHACTR2,green
GABPA,NT5C2,green
GABPA,MT-CO3,green
GABPA,GBP3,green
GABPA,P2RX4,green
GABPA,C11orf58,green
GABPA,MGST1,green
GABPA,LINC00649,green
GABPA,ACTB,green
GABPA,CSF2RA,green
GABPA,EIF2AK4,green
GABPA,ABI2,green
GABPA,CCL3L3,green
GABPA,ARL5B,green
GABPA,IKBIP,green
GABPA,KLHL7,green
GABPA,RCSD1,green
GABPA,RPL32,green
GABPA,C18orf25,green
GABPA,MAP1S,green
GABPA,CALU,green
GABPA,LMNA,green
GABPA,MALAT1,green
GABPA,CTA-292E10.6,green
GABPA,ATP6V1G1,green
GABPA,TMEM176B,green
GABPA,ANXA6,green
GABPA,EEF1A1,green
GABPA,ADGRE2,green
GABPA,POM121,green
GABPA,PCNXL4,green
GABPA,PDE12,green
GABPA,KCNE3,green
GABPA,PELP1,green
GABPA,ITGAM,green
GABPA,CTB-61M7.2,green
GABPA,ELAC2,green
GABPA,CCDC28B,green
GABPA,HLA-DPA1,green
GABPA,FLOT1,green
GABPA,SLC12A7,green
GABPA,DDX60L,green
GABPA,CDC14A,green
GABPA,RPL31,green
GABPA,TVP23B,green
GABPA,FBXW7,green
GABPA,MIEF1,green
GABPA,FUCA2,green
GABPA,SULF2,green
GABPA,NF1,green
GABPA,UBASH3A,green
GABPA,MYL12B,green
GABPA,ZFP36L1,green
GABPA,LIX1L,green
GABPA,ZNF467,green
GABPA,MIAT,green
GABPA,APOBR,green
GABPA,CALM2,green
GABPA,AZI2,green
GABPA,PTPRC,green
GABPA,SSBP3,green
GABPA,CDA,green
GABPA,LGALS3BP,green
GABPA,GSS,green
GABPA,UTP4,green
GABPA,NINJ1,green
GABPA,CXCR4,green
GABPA,PASK,green
GABPA,NPDC1,green
GABPA,CPPED1,green
GABPA,NBPF19,green
GABPA,UTP14A,green
GABPA,CSF3R,green
GABPA,NDUFAF1,green
GABPA,GADD45A,green
GABPA,RPS8,green
GABPA,THAP9-AS1,green
GABPA,MSRB1,green
GABPA,PAK1,green
GABPA,HMOX1,green
GABPA,RP2,green
GABPA,RFX1,green
GABPA,PRR5,green
GABPA,FCGR2A,green
GABPA,KLF6,green
GABPA,ENSA,green
GABPA,DCAF16,green
GABPA,ITM2B,green
GABPA,S100A9,green
GABPA,EPHA1-AS1,green
GABPA,CLEC11A,green
GABPA,NFAM1,green
GABPA,RPL18,green
GABPA,STX6,green
GABPA,SEP15,green
GABPA,NBEAL2,green
GABPA,LINC00402,green
GABPA,HNRNPU,green
GABPA,FAM228B,green
GABPA,LILRB3,green
GABPA,CLEC2D,green
GABPA,PLEKHB1,green
GABPA,IMPA2,green
GABPA,OBFC1,green
GABPA,AC006369.2,green
GABPA,TMSB10,green
GABPA,TBXAS1,green
GABPA,CCDC88A,green
GABPA,UBALD1,green
GABPA,ACADS,green
GABPA,RBM28,green
GABPA,GABARAPL2,green
GABPA,POLR2J3,green
GABPA,COTL1,green
GABPA,LMNB1,green
GABPA,ZYG11B,green
GABPA,HAPLN3,green
GABPA,PPM1F,green
GABPA,ASGR1,green
GABPA,SLFN12L,green
GABPA,GTF3C1,green
GABPA,MPST,green
GABPA,RPL4,green
GABPA,SLC8B1,green
GABPA,SF1,green
GABPA,MKL1,green
GABPA,GLT8D1,green
GABPA,RPL22L1,green
GABPA,SCARB2,green
GABPA,CORO1B,green
GABPA,SELL,green
GABPA,APOBEC3A,green
GABPA,SH3GL1,green
GABPA,SLC11A1,green
GABPA,RPL10A,green
GABPA,C9orf85,green
GABPA,SLC35A1,green
GABPA,PLAUR,green
GABPA,TMEM91,green
GABPA,RP11-664D1.1,green
GABPA,FPR1,green
GABPA,MAP7D3,green
GABPA,LSM7,green
GABPA,VPS26B,green
GABPA,ABHD2,green
GABPA,CALM1,green
GABPA,UTP11L,green
GABPA,SLC8A1,green
GABPA,PRRC1,green
GABPA,ZBTB43,green
GABPA,MR1,green
GABPA,UHRF1BP1L,green
GABPA,RPS13,green
GABPA,SIRPG,green
GABPA,TMX3,green
GABPA,TBCD,green
GABPA,GIMAP6,green
GABPA,KCTD12,green
GABPA,ID1,green
GABPA,PPIB,green
GABPA,MLH1,green
GABPA,HIPK1,green
GABPA,TPT1,green
GABPA,BTG1,green
GABPA,HRAS,green
GABPA,ZZEF1,green
GABPA,CD36,green
GABPA,EIF3E,green
GABPA,SNHG8,green
GABPA,TMEM191B,green
GABPA,PTPN12,green
GABPA,MAF1,green
GABPA,CD37,green
GABPA,TSPAN17,green
GABPA,ARNT,green
GABPA,WARS,green
GABPA,N4BP2L2,green
GABPA,C11orf1,green
GABPA,FOSL2,green
GABPA,RHOH,green
GABPA,PILRA,green
GABPA,SYNGR1,green
GABPA,RPL35,green
GABPA,TMED1,green
GABPA,RPS14,green
GABPA,KIAA1429,green
GABPA,IGSF6,green
GABPA,ARSG,green
GABPA,PAK1IP1,green
GABPA,INIP,green
GABPA,PACSIN2,green
GABPA,SUCLA2,green
GABPA,ARPC4,green
GABPA,KIAA0141,green
GABPA,CD302,green
GABPA,AOAH,green
GABPA,SEC62,green
GABPA,TFRC,green
GABPA,DPYD,green
GABPA,TBX21,green
GABPA,H3F3B,green
GABPA,ASL,green
GABPA,L3MBTL2,green
GABPA,DBNL,green
GABPA,TAGLN2,green
GABPA,TSPAN32,green
GABPA,FCMR,green
GABPA,CYFIP1,green
GABPA,BCL2L1,green
GABPA,LAMTOR5,green
GABPA,MPRIP,green
GABPA,ZZZ3,green
GABPA,SNX3,green
GABPA,CXCR3,green
GABPA,RIT1,green
GABPA,IFI44,green
GABPA,MTMR11,green
GABPA,NDUFA2,green
GABPA,FCF1,green
GABPA,FKBP1A,green
GABPA,MINA,green
GABPA,AP3M2,green
GABPA,CCL4L2,green
GABPA,RPL36,green
GABPA,B2M,green
GABPA,MEF2D,green
GABPA,NOL4L,green
GABPA,TNFRSF13C,green
GABPA,ORAI2,green
GABPA,SSFA2,green
GABPA,PDZD11,green
GABPA,IRAK3,green
GABPA,GALNT11,green
GABPA,CLEC4E,green
GABPA,LEO1,green
GABPA,NOP16,green
GABPA,NEK9,green
GABPA,AC013264.2,green
GABPA,LILRB4,green
GABPA,FTSJ2,green
GABPA,CREB3L2,green
GABPA,TMEM41A,green
GABPA,MYL6,green
GABPA,FAM110A,green
GABPA,CXCL16,green
GABPA,HMGB1,green
GABPA,SEPT9,green
GABPA,AC090498.1,green
GABPA,C20orf196,green
GABPA,RPS25,green
GABPA,ICT1,green
GABPA,PSTPIP2,green
GABPA,EPHX2,green
GABPA,ESYT2,green
GABPA,ITPK1,green
GABPA,IGFBP7,green
GABPA,GIMAP8,green
GABPA,SPCS2,green
GABPA,RASGRP2,green
GABPA,CSF1R,green
GABPA,PARP1,green
GABPA,PIK3R5,green
GABPA,BCL2L13,green
GABPA,SOAT1,green
GABPA,ZNF609,green
GABPA,ACTG1,green
GABPA,MT-ND4,green
GABPA,MAPKAPK3,green
GABPA,TPRA1,green
GABPA,CD79A,green
GABPA,CRTAM,green
GABPA,ATP2B4,green
GABPA,UBE2V1,green
GABPA,PIEZO1,green
GABPA,C9orf114,green
GABPA,TSC22D3,green
GABPA,SH2D2A,green
GABPA,EFCAB2,green
GABPA,APBA2,green
GABPA,HLA-DQA1,green
GABPA,DAZAP2,green
GABPA,CX3CR1,green
GABPA,TLR2,green
GABPA,THEM4,green
GABPA,ESRRA,green
GABPA,MSH2,green
GABPA,ING5,green
GABPA,RUNX2,green
GABPA,PDLIM7,green
GABPA,RPL21,green
GABPA,BST1,green
GABPA,MBOAT7,green
GABPA,SEPT7,green
GABPA,ATP6V0A2,green
GABPA,HLA-DQB1,green
GABPA,PLAC8,green
GABPA,RPL27A,green
GABPA,TTC39B,green
GABPA,RPLP0,green
GABPA,ALDH3A2,green
GABPA,CD93,green
GABPA,FRAT2,green
GABPA,SACM1L,green
GABPA,ETV6,green
GABPA,SGTB,green
GABPA,PRAM1,green
GABPA,LINC00152,green
GABPA,ABHD12,green
GABPA,ITGA5,green
GABPA,HLA-DMB,green
GABPA,TMEM189,green
GABPA,NRGN,green
GABPA,C15orf39,green
GABPA,GALM,green
GABPA,PARP4,green
GABPA,ALDOC,green
GABPA,HLA-DPB1,green
GABPA,HIGD2A,green
GABPA,IGHM,green
GABPA,CACNA2D3,green
GABPA,ANPEP,green
GABPA,RP11-488L18.10,green
GABPA,PYGL,green
GABPA,LILRA5,green
GABPA,EEF1B2,green
GABPA,METTL13,green
GABPA,RPS28,green
GABPA,INTS5,green
GABPA,FUCA1,green
GABPA,GPR155,green
GABPA,GCH1,green
GABPA,ERN1,green
GABPA,TRIOBP,green
GABPA,MGST2,green
GABPA,CD28,green
GABPA,SCCPDH,green
GABPA,JUND,green
GABPA,PVT1,green
GABPA,RPL28,green
GABPA,STAT4,green
GABPA,PKM,green
GABPA,LILRA2,green
GABPA,MCTP1,green
GABPA,LAMTOR3,green
GABPA,EVL,green
GABPA,NR2C2AP,green
GABPA,SCGB3A1,green
GABPA,SIRPB1,green
GABPA,PRKCB,green
GABPA,LINC01272,green
GABPA,UAP1,green
GABPA,RPL6,green
GABPA,OSCAR,green
GABPA,SLC10A3,green
GABPA,TRIM52,green
GABPA,TBC1D4,green
GABPA,OTUD4,green
GABPA,SORBS3,green
GABPA,RXRA,green
GABPA,CD226,green
GABPA,TIPARP,green
GABPA,SCO2,green
GABPA,FAM129A,green
GABPA,IGF2R,green
GABPA,TGFBI,green
GABPA,NFAT5,green
GABPA,KIAA0232,green
GABPA,TRG-AS1,green
GABPA,ITGAX,green
GABPA,STRN3,green
GABPA,RAB34,green
GABPA,CLK3,green
GABPA,MTHFD2,green
GABPA,DENND6B,green
GABPA,SPEN,blue
GABPA,SWAP70,blue
GABPA,UPP1,blue
GABPA,MRPL4,blue
GABPA,LINS1,blue
GABPA,BISPR,blue
GABPA,EPB41L4A-AS1,blue
GABPA,EPB41,blue
GABPA,CD160,blue
GABPA,MT1X,blue
GABPA,TUBA4A,blue
GABPA,TRMT61B,blue
GABPA,PGLS,blue
GABPA,FAM134B,blue
GABPA,SYNE3,blue
GABPA,ZDHHC17,blue
GABPA,ADRB2,blue
GABPA,BRAT1,blue
GABPA,RP11-231C14.7,blue
GABPA,NCF1,blue
GABPA,NCOR2,blue
GABPA,ATRX,blue
GABPA,ZCCHC8,blue
GABPA,AC092580.4,blue
GABPA,RCOR1,blue
GABPA,MED1,blue
GABPA,IRF2BP2,blue
GABPA,RP4-594I10.3,blue
GABPA,SNX2,blue
GABPA,CFD,blue
GABPA,PTCH2,blue
GABPA,VPREB3,blue
GABPA,PTGER2,blue
GABPA,ACSL5,blue
GABPA,ATP5L2,blue
GABPA,S100A8,blue
GABPA,RAB9A,blue
GABPA,CMIP,blue
GABPA,ARL6IP1,blue
GABPA,TFEC,blue
GABPA,HMGN1,blue
GABPA,KDSR,blue
GABPA,TCF7L2,blue
GABPA,CD40LG,blue
GABPA,NCOR1,blue
BCL11A,SCGB3A1,green
BCL11A,PFN1,green
BCL11A,MRPL4,green
BCL11A,TMEM91,green
BCL11A,NCF1,green
BCL11A,ABHD2,green
BCL11A,SNX2,green
BCL11A,H3F3B,green
BCL11A,AC092580.4,green
BCL11A,UBE2V1,green
BCL11A,HLA-DMB,green
BCL11A,TRG-AS1,blue
BCL11A,TCF7L2,blue
BCL11A,HLA-DRB1,blue
BCL11A,KIAA0232,blue
BCL11A,LPCAT2,blue
BCL11A,PHACTR2,blue
BCL11A,FUCA2,blue
BCL11A,UBASH3A,blue
BCL11A,CDA,blue
BCL11A,ADGRE2,blue
BCL11A,CDC14A,blue
BCL11A,ENSA,blue
BCL11A,FAM134B,blue
BCL11A,ASGR1,blue
BCL11A,SLC35A1,blue
BCL11A,FPR1,blue
BCL11A,NFAM1,blue
BCL11A,ACADS,blue
BCL11A,ZYG11B,blue
BCL11A,GTF3C1,blue
BCL11A,MKL1,blue
BCL11A,UHRF1BP1L,blue
BCL11A,CXCR3,blue
BCL11A,SYNGR1,blue
BCL11A,RPS14,blue
BCL11A,SSFA2,blue
BCL11A,ASL,blue
BCL11A,IGFBP7,blue
BCL11A,PTCH2,blue
BCL11A,FCF1,blue
BCL11A,HMGN1,blue
BCL11A,HLA-DPB1,blue
BCL11A,HIGD2A,blue
BCL11A,ZNF609,blue
BCL11A,LILRA5,blue
BCL11A,EEF1B2,blue
BCL11A,ATP2B4,blue
BCL11A,RAB9A,blue
BCL11A,CMIP,blue
BCL11A,JUND,blue
BCL11A,CX3CR1,blue
BCL11A,HLA-DQB1,blue
BCL11A,LINC01272,blue
BCL11A,UAP1,blue
BCL11A,TMEM189,blue
ZNF143,EZR,green
ZNF143,RPS8,green
ZNF143,RNF220,green
ZNF143,NCLN,green
ZNF143,RPL18,green
ZNF143,PAF1,green
ZNF143,MYH9,green
ZNF143,THOC6,green
ZNF143,UBALD1,green
ZNF143,ELP5,green
ZNF143,SLC25A5,green
ZNF143,PAK1,green
ZNF143,ZC3H4,green
ZNF143,PIGX,green
ZNF143,NUP98,green
ZNF143,RPS9,green
ZNF143,PLEKHB1,green
ZNF143,GAPDH,green
ZNF143,FBXO42,green
ZNF143,ADIPOR2,green
ZNF143,COX5B,green
ZNF143,CALR,green
ZNF143,PPIB,green
ZNF143,HRAS,green
ZNF143,TACC3,green
ZNF143,SCARB2,green
ZNF143,PDIA3,green
ZNF143,TMOD3,green
ZNF143,MGRN1,green
ZNF143,PHF12,green
ZNF143,ZFP90,green
ZNF143,GSTP1,green
ZNF143,H3F3B,green
ZNF143,EIF3E,green
ZNF143,VASP,green
ZNF143,ZNF451,green
ZNF143,FEM1B,green
ZNF143,DNMT3A,green
ZNF143,TMED1,green
ZNF143,TMIGD2,green
ZNF143,GMFG,green
ZNF143,RPL36,green
ZNF143,UNC13D,green
ZNF143,DUS1L,green
ZNF143,L3MBTL2,green
ZNF143,ZBTB38,green
ZNF143,HINT1,green
ZNF143,MUS81,green
ZNF143,MARS,green
ZNF143,PXN,green
ZNF143,SCRN2,green
ZNF143,NOP16,green
ZNF143,COMTD1,green
ZNF143,MBOAT7,green
ZNF143,EMP3,green
ZNF143,RARA,green
ZNF143,RASGRP2,green
ZNF143,HIGD2A,green
ZNF143,UBE2V1,green
ZNF143,HCFC1,green
ZNF143,IPO9,green
ZNF143,PPCDC,green
ZNF143,SLC25A6,green
